ISBN10,ISBN13,Title,Author,Cover,Publisher,Pages
807119563,9.78E+12,Last Of The Southern Girls (Voices Of The South),Willie Morris,http://www.openisbn.com/cover/0807119563_72.jpg,Louisiana State University Press,304
64640353,9.78E+12,Of Irish Ways,Mary Murray DeLaney,http://www.openisbn.com/cover/0064640353_72.jpg,HarperPerennial,365
446603651,9.78E+12,Where The Heart Is,Billie Letts,http://www.openisbn.com/cover/0446603651_72.jpg,Grand Central Publishing,352
156004070,9.78E+12,Tennis And The Meaning Of Life: A Literary Anthology Of The Game,Jay Jennings,http://www.openisbn.com/cover/0156004070_72.jpg,Mariner Books,420
486275639,9.78E+12,Civil Disobedience And Other Essays (Dover Thrift Editions),Henry David Thoreau,http://www.openisbn.com/cover/0486275639_72.jpg,Dover Publications,90
688032079,9.78E+12,Zen And The Art Of Motorcycle Maintenance,Robert M. Pirsig,http://www.openisbn.com/cover/0688032079_72.jpg,William Morrow &amp; Co,412
446674931,9.78E+12,Four Letters Of Love,Niall Williams,http://www.openisbn.com/cover/0446674931_72.jpg,Grand Central Publishing,288
081120099X,9.78E+12,New Seeds Of Contemplation,Thomas Merton,http://www.openisbn.com/cover/081120099X_72.jpg,New Directions Publishing Corporation,297
1577485033,9.78E+12,A Gentle Spirit: Devotional Selections For Today's Christian Woman (Inspirational Library),Ashleigh Bryce Clayton,http://www.openisbn.com/cover/1577485033_72.jpg,"Barbour Publishing, Incorporated",384
451176820,9.78E+12,Saint Mudd: A Novel Of Gangsters And Saints,Steve Thayer,http://www.openisbn.com/cover/0451176820_72.jpg,Signet,416
140092846,9.78E+12,How To Talk Minnesotan: A Visitor's Guide,Howard Mohr,http://www.openisbn.com/cover/0140092846_72.jpg,Penguin (Non-Classics),240
088029700X,9.78E+12,True Irish Ghost Stories,John D. Seymour,http://www.openisbn.com/cover/088029700X_72.jpg,Marboro Books,316
865476004,9.78E+12,Paris Trance: A Romance,Geoff Dyer,http://www.openisbn.com/cover/0865476004_72.jpg,North Point Press,272
1573241482,9.78E+12,The Community Of Kindness,Conari Press,http://www.openisbn.com/cover/1573241482_72.jpg,Conari Press,250
866835040,9.78E+12,Today's Gift,Hazelden Publishing,http://www.openisbn.com/cover/0866835040_72.jpg,Harper San Francisco,0
451200861,9.78E+12,I Ain't Got Time To Bleed: Reworking The Body Politic From The Bottom Up,Jesse Ventura,http://www.openisbn.com/cover/0451200861_72.jpg,Signet,304
446387878,9.78E+12,A Yellow Raft In Blue Water,Michael Dorris,http://www.openisbn.com/cover/0446387878_72.jpg,Warner Books,372
385301499,9.78E+12,Circle Of Friends,Maeve Binchy,http://www.openisbn.com/cover/0385301499_72.jpg,Delacorte Press,565
385336764,9.78E+12,The Fiery Cross (Outlander),Diana Gabaldon,http://www.openisbn.com/cover/0385336764_72.jpg,Delta,1008
60956445,9.78E+12,The Monkey Wrench Gang (Perennial Classics),"Edward Abbey,Douglas Brinkley",http://www.openisbn.com/cover/0060956445_72.jpg,Harper Perennial Modern Classics,448
62502239,9.78E+12,365 Tao: Daily Meditations,Ming-Dao Deng,http://www.openisbn.com/cover/0062502239_72.jpg,HarperOne,400
096612880X,9.78E+12,Walking On The Edge: A Journey Through The Psychic Pain Of Mental Illness : Poems,Ben Starnes,http://www.openisbn.com/cover/096612880X_72.jpg,S.n.],46
806982276,9.78E+12,Lateral Thinking Puzzlers,"Paul Sloane,Myron Miller",http://www.openisbn.com/cover/0806982276_72.jpg,Sterling,96
60185147,9.78E+12,Courting Trouble,Lisa Scottoline,http://www.openisbn.com/cover/0060185147_72.jpg,HarperCollins Publishers,320
805010270,9.78E+12,"Fatal Flowers: On Sin, Sex And Suicide In The Deep South",Rosemary Daniell,http://www.openisbn.com/cover/0805010270_72.jpg,Holt Paperbacks,244
425184307,9.78E+12,Murder On Washington Square (Gaslight Mystery),Victoria Thompson,http://www.openisbn.com/cover/0425184307_72.jpg,Berkley,336
345409043,9.78E+12,Errands,Judith Guest,http://www.openisbn.com/cover/0345409043_72.jpg,Ballantine Books,335
440110653,9.78E+12,A Cry In The Night,Mary Higgins Clark,http://www.openisbn.com/cover/0440110653_72.jpg,Dell,317
553574701,9.78E+12,A Song For The Asking,Steve Gannon,http://www.openisbn.com/cover/0553574701_72.jpg,Bantam,400
380732084,9.78E+12,The Devil Riding,Valerie W. Wesley,http://www.openisbn.com/cover/0380732084_72.jpg,Avon,304
385335121,9.78E+12,Tara Road: Oprah Selection #26,Maeve Binchy,http://www.openisbn.com/cover/0385335121_72.jpg,Delacorte Press,502
671016970,9.78E+12,Iron Lake (Cork O'Connor),William Kent Krueger,http://www.openisbn.com/cover/0671016970_72.jpg,Pocket Star,464
449225666,9.78E+12,Pentecost Alley (Charlotte &amp; Thomas Pitt Novels),Anne Perry,http://www.openisbn.com/cover/0449225666_72.jpg,Fawcett Crest,416
373263937,9.78E+12,Milwaukee Summers Can Be Deadly (Worldwide Library Mysteries),Kathleen Barret,http://www.openisbn.com/cover/0373263937_72.jpg,Worldwide Library,256
312093616,9.78E+12,Paid And Loving Eyes,Jonathan Gash,http://www.openisbn.com/cover/0312093616_72.jpg,St. Martin's Press,261
1586602950,9.78E+12,City Dreams: Beneath Heaven's Curtain/A World Of Difference/In The Heart Of The Storm/The Arrow Of God (Inspirational Romance Collection),"Tamela Hancock Murray,Linda Lyle,Christine Lynxwil",http://www.openisbn.com/cover/1586602950_72.jpg,"Barbour Publishing, Incorporated",336
764563556,9.78E+12,Frommer's Scandinavia,"Darwin Porter,Danforth Prince",http://www.openisbn.com/cover/0764563556_72.jpg,Frommers,624
1573229601,9.78E+12,God's Mountain,"Erri De Luca,Michael Moore",http://www.openisbn.com/cover/1573229601_72.jpg,Riverhead Trade,168
590452991,9.78E+12,Ghost Eye,"Marion Dane Bauer,Trina Schart Hyman",http://www.openisbn.com/cover/0590452991_72.jpg,Apple,96
860209261,9.78E+12,"The Usborne Book Of Car Travel Games: Puzzles, Games And Things To Do On A Journey-Or At Home (The Usborne Book Of Series)",Tony Potter,http://www.openisbn.com/cover/0860209261_72.jpg,E.D.C. Publishing,32
452264510,9.78E+12,The Prime Of Miss Jean Brodie (Plume),Muriel Spark,http://www.openisbn.com/cover/0452264510_72.jpg,Plume,192
786869445,9.78E+12,Hope Through Heartsongs,"Mattie J. T. Stepanek,Gary Zukav",http://www.openisbn.com/cover/0786869445_72.jpg,Hyperion,76
380819597,9.78E+12,The Last Convertible,Anton Myrer,http://www.openisbn.com/cover/0380819597_72.jpg,HarperTorch,624
1575667614,9.78E+12,Kentucky Rich,Fern Michaels,http://www.openisbn.com/cover/1575667614_72.jpg,Kensington,336
877935637,9.78E+12,All Will Be Well: Based On The Classic Spirituality Of Julian Of Norwich (30 Days With A Great Spiritual Teacher),"Richard W. Chilson,Julian",http://www.openisbn.com/cover/0877935637_72.jpg,Ave Maria Press,216
684856077,9.78E+12,"Tales Of Passion, Tales Of Woe",Sandra Gulland,http://www.openisbn.com/cover/0684856077_72.jpg,Scribner,370
517597977,9.78E+12,Beaming Sonny Home,Cathie Pelletier,http://www.openisbn.com/cover/0517597977_72.jpg,Crown,279
671567713,9.78E+12,White Crosses,Larry Watson,http://www.openisbn.com/cover/0671567713_72.jpg,Atria,384
671537512,9.78E+12,Sabrina,Deborah Chiel,http://www.openisbn.com/cover/0671537512_72.jpg,Pocket,224
718143515,9.78E+12,Field Of 13,Dick Francis,http://www.openisbn.com/cover/0718143515_72.jpg,Michael Joseph,272
373441517,9.78E+12,A Royal Mess / Her Knight To Remember (Harlequin Duets: Red-Hot Royals),Jill Shalvis,http://www.openisbn.com/cover/0373441517_72.jpg,Harlequin,384
1551666219,9.78E+12,Savage Desire (Mira),Rosemary Rogers,http://www.openisbn.com/cover/1551666219_72.jpg,Mira,448
380710854,9.78E+12,"Caesar: Let The Dice Fly  (Masters Of Rome, Book 5)",Colleen Mccullough,http://www.openisbn.com/cover/0380710854_72.jpg,Avon A,664
140012664,9.78E+12,The Bafut Beagles,Gerald Malcolm Durrell,http://www.openisbn.com/cover/0140012664_72.jpg,Viking Pr,208
773752102,9.78E+12,Five Minute Mysteries,Ken Weber,http://www.openisbn.com/cover/0773752102_72.jpg,Stoddart Publishing,198
441731546,9.78E+12,Robot Dreams (Remembering Tomorrow),Isaac Asimov,http://www.openisbn.com/cover/0441731546_72.jpg,Ace,400
553204343,9.78E+12,All Creatures Great And Small,James Herriot,http://www.openisbn.com/cover/0553204343_72.jpg,Bantam,0
201112159,9.78E+12,Problem Solving Pascal,Carter,http://www.openisbn.com/cover/0201112159_72.jpg,Addison Wesley,0
782122221,9.78E+12,"MCSE: NT Server 4 Study Guide, 2nd Ed.","Matthew Strebe,Charles Perkins,James Chellis",http://www.openisbn.com/cover/0782122221_72.jpg,Sybex Inc,788
078212223X,9.78E+12,McSe: Nt Workstation 4 Study Guide,"James Chellis,Matthew Strebe,Charles Perkins",http://www.openisbn.com/cover/078212223X_72.jpg,Sybex Inc,741
782122213,9.78E+12,McSe: Nt Server 4 In The Enterprise Study Guide,Lisa Donald,http://www.openisbn.com/cover/0782122213_72.jpg,Sybex Inc,697
345316576,9.78E+12,Who Needs Enemies?,Alan Dean Foster,http://www.openisbn.com/cover/0345316576_72.jpg,Del Rey,257
770109047,9.78E+12,Jade And Fire,Raymond Barnett,http://www.openisbn.com/cover/0770109047_72.jpg,Paperjacks,0
60139145,9.78E+12,"The Gulag Archipelago, 1918-1956: An Experiment In Literary Investigation","Aleksandr Isaevich Solzhenitsyn,Thomas P. Whitney",http://www.openisbn.com/cover/0060139145_72.jpg,Harper &amp; Row,660
345372328,9.78E+12,"Into The Dark Lands (The Sundered, Book 1)",Michelle M. Sagara,http://www.openisbn.com/cover/0345372328_72.jpg,Del Rey,0
671769057,9.78E+12,Voyage Of The Storm,Bart Davis,http://www.openisbn.com/cover/0671769057_72.jpg,Pocket,384
670220264,9.78E+12,Christine,Stephen King,http://www.openisbn.com/cover/0670220264_72.jpg,Viking Press,526
517422840,9.78E+12,Three Complete Novels,John Le Carre,http://www.openisbn.com/cover/0517422840_72.jpg,Random House Value Publishing,665
671229427,9.78E+12,The Second Ring Of Power,Carlos Castaneda,http://www.openisbn.com/cover/0671229427_72.jpg,Simon &amp; Schuster,316
671230875,9.78E+12,The Eagle's Gift,Carlos Castaneda,http://www.openisbn.com/cover/0671230875_72.jpg,Simon &amp; Schuster,316
671673238,9.78E+12,The Power Of Silence,Carlos Castaneda,http://www.openisbn.com/cover/0671673238_72.jpg,Pocket Books (Mm),265
671492055,9.78E+12,Fire From Within,Carlos Castaneda,http://www.openisbn.com/cover/0671492055_72.jpg,Simon &amp; Schuster,296
671218581,9.78E+12,Tales Of Power,Carlos Castaneda,http://www.openisbn.com/cover/0671218581_72.jpg,Simon &amp; Schuster,287
671502549,9.78E+12,Hotel New Hampshire,Irving,http://www.openisbn.com/cover/0671502549_72.jpg,Pocket,0
380379783,9.78E+12,Fletch's Fortune,Gregory McDonald,http://www.openisbn.com/cover/0380379783_72.jpg,Avon Books (Mm),253
553566032,9.78E+12,The Scorpio Illusion,Robert Ludlum,http://www.openisbn.com/cover/0553566032_72.jpg,Bantam,672
042507272X,9.78E+12,"God Emperor Dune (Dune Chronicles, Book 4)",Frank Herbert,http://www.openisbn.com/cover/042507272X_72.jpg,Berkley Books,423
042507160X,9.78E+12,Dune,Frank Herbert,http://www.openisbn.com/cover/042507160X_72.jpg,Berkley,0
051770689X,9.78E+12,Gifts From Nature: Ideas &amp; Projects For Every Season,Matthew Mead,http://www.openisbn.com/cover/051770689X_72.jpg,Clarkson Potter,128
440107016,9.78E+12,Beggarman Thief,Irwin Shaw,http://www.openisbn.com/cover/0440107016_72.jpg,Dell,512
081253073X,9.78E+12,Tales Of The Flying Mountains,Poul Anderson,http://www.openisbn.com/cover/081253073X_72.jpg,Tor Books,288
671655892,9.78E+12,Revolt In 2100,Robert Heinlein,http://www.openisbn.com/cover/0671655892_72.jpg,Baen,336
451452739,9.78E+12,2001: A Space Odyssey,"Arthur C. Clarke,Stanley Kubrick",http://www.openisbn.com/cover/0451452739_72.jpg,Roc Trade,256
553569570,9.78E+12,The Apocalypse Watch,Robert Ludlum,http://www.openisbn.com/cover/0553569570_72.jpg,Bantam,768
671877410,9.78E+12,Tran,"Jerry Pournelle,Roland Green",http://www.openisbn.com/cover/0671877410_72.jpg,Baen,688
553281798,9.78E+12,Trevayne,Robert Ludlum,http://www.openisbn.com/cover/0553281798_72.jpg,Bantam,480
156729156,9.78E+12,The Ponder Heart,Eudora Welty,http://www.openisbn.com/cover/0156729156_72.jpg,Mariner Books,168
440500303,9.78E+12,The Splendid Outcast: Beryl Markham's African Stories,"Beryl Markham,Mary S. Lovell",http://www.openisbn.com/cover/0440500303_72.jpg,Laurel,139
1400031257,9.78E+12,Longitudes And Attitudes: The World In The Age Of Terrorism,Thomas L. Friedman,http://www.openisbn.com/cover/1400031257_72.jpg,Anchor,399
860917886,9.78E+12,"I, Rigoberta Menchu: An Indian Woman In Guatemala","Rigoberta Menchú,Elisabeth Burgos-Debray,Ann Wrigh",http://www.openisbn.com/cover/0860917886_72.jpg,Verso,252
805210474,9.78E+12,Anti-Semite And Jew: An Exploration Of The Etiology Of Hate,Jean-Paul Sartre,http://www.openisbn.com/cover/0805210474_72.jpg,Schocken,176
1931561168,9.78E+12,Clara Mondschein's Melancholia,Anne Raeff,http://www.openisbn.com/cover/1931561168_72.jpg,MacAdam/Cage,258
1573229539,9.78E+12,"Picasso, My Grandfather",Marina Picasso,http://www.openisbn.com/cover/1573229539_72.jpg,Riverhead Trade,208
1578194547,9.78E+12,Happiness,Zelig Pliskin,http://www.openisbn.com/cover/1578194547_72.jpg,"Mesorah Publications, Limited",240
684869497,9.78E+12,The Gardens Of Kyoto: A Novel,Kate Walbert,http://www.openisbn.com/cover/0684869497_72.jpg,Scribner,288
60937556,9.78E+12,The Sweetest Dream: A Novel,Doris Lessing,http://www.openisbn.com/cover/0060937556_72.jpg,Harper Perennial,496
805072772,9.78E+12,"A Death In Texas: A Story Of Race, Murder, And A Small Town's Struggle For Redemption",Dina Temple-Raston,http://www.openisbn.com/cover/0805072772_72.jpg,Holt Paperbacks,352
671224387,9.78E+12,Blind Ambition: The White House Years,John Dean,http://www.openisbn.com/cover/0671224387_72.jpg,Simon &amp; Schuster,416
805207457,9.78E+12,On Being A Jewish Feminist,Susannah Heschel,http://www.openisbn.com/cover/0805207457_72.jpg,Schocken,288
767904605,9.78E+12,Going On Being: Buddhism And The Way Of Change,Mark Epstein,http://www.openisbn.com/cover/0767904605_72.jpg,Harmony,240
1560254505,9.78E+12,Nothing Sacred: Women Respond To Religious Fundamentalism And Terror (Nation Books),"Betsy Reed,Katha Pollitt",http://www.openisbn.com/cover/1560254505_72.jpg,Nation Books,350
081293217X,9.78E+12,Finding Your Own North Star: Claiming The Life You Were Meant To Live,Martha Beck,http://www.openisbn.com/cover/081293217X_72.jpg,Crown,400
141802812,9.78E+12,In The Heart Of The Sea,"Nathaniel  Philbrick,Scott Brick",http://www.openisbn.com/cover/0141802812_72.jpg,Penguin Audio,0
679732233,9.78E+12,The Red Badge Of Courage (Library Of America),"Stephen Crane,Robert Stone",http://www.openisbn.com/cover/0679732233_72.jpg,Vintage,168
375417206,9.78E+12,Corelli's Mandolin,"Louis De Bernières,Stephen Lang",http://www.openisbn.com/cover/0375417206_72.jpg,Random House Audio,0
192815539,9.78E+12,The Picture Of Dorian Gray (World's Classics),"Oscar Wilde,Isobel Murray",http://www.openisbn.com/cover/0192815539_72.jpg,"Oxford University Press, USA",284
679735011,9.78E+12,THE ADVENTURES OF TOM SAWYER,Library Of America,http://www.openisbn.com/cover/0679735011_72.jpg,Vintage,230
875425925,9.78E+12,Kundalini &amp; The Chakras: Evolution In This Lifetime (Llewellyn's New Age Series),Genevieve L. Paulson,http://www.openisbn.com/cover/0875425925_72.jpg,Llewellyn Publications,230
393087913,9.78E+12,"China Revisited, After Forty-Two Years",Chiang Yee,http://www.openisbn.com/cover/0393087913_72.jpg,WW Norton &amp; Co,180
252062825,9.78E+12,Studs Lonigan (Prairie State Books),James T. Farrell,http://www.openisbn.com/cover/0252062825_72.jpg,University Of Illinois Press,912
375420762,9.78E+12,Bayou Farewell: The Rich Life And Tragic Death Of Louisiana's Cajun Coast,Mike Tidwell,http://www.openisbn.com/cover/0375420762_72.jpg,Pantheon,368
877957215,9.78E+12,Washington Wives,Maureen Dean,http://www.openisbn.com/cover/0877957215_72.jpg,Arbor House Pub Co,315
802139914,9.78E+12,Goodbye Tsugumi,"Banana Yoshimoto,Michael Emmerich",http://www.openisbn.com/cover/0802139914_72.jpg,Grove Press,186
738205702,9.78E+12,Ever Is A Long Time: A Journey Into Mississippi's Dark Past A Memoir,W. Ralph Eubanks,http://www.openisbn.com/cover/0738205702_72.jpg,Basic Books,256
743222245,9.78E+12,Living History,Hillary Rodham Clinton,http://www.openisbn.com/cover/0743222245_72.jpg,Simon &amp; Schuster,562
971156905,9.78E+12,The Secret Of The Yamas: A Spiritual Guide To Yoga,John McAfee,http://www.openisbn.com/cover/0971156905_72.jpg,Woodland Publications,81
804106436,9.78E+12,Oldest Living Confederate Widow Tells All,Allan Gurganus,http://www.openisbn.com/cover/0804106436_72.jpg,Ivy Books,875
395519462,9.78E+12,BODY &amp; SOUL,Frank Conroy,http://www.openisbn.com/cover/0395519462_72.jpg,Houghton Mifflin,450
452270251,9.78E+12,The Lost Beatles Interviews,"Geoffrey Giuliano,Brenda Giuliano,Timothy Leary",http://www.openisbn.com/cover/0452270251_72.jpg,Plume,398
449219402,9.78E+12,Murder At The Pentagon (Capital Crime Mysteries),Margaret Truman,http://www.openisbn.com/cover/0449219402_72.jpg,Fawcett,336
934211477,9.78E+12,Tales Of Two Cities: A Persian Memoir,Abbas Milani,http://www.openisbn.com/cover/0934211477_72.jpg,Mage Publishers,264
385491239,9.78E+12,Only Twice I've Wished For Heaven,Dawn Turner Trice,http://www.openisbn.com/cover/0385491239_72.jpg,Anchor,304
156027453,9.78E+12,Sunday Jews,Hortense Calisher,http://www.openisbn.com/cover/0156027453_72.jpg,Mariner Books,712
069452350X,9.78E+12,Blue Latitudes,"Tony Horwitz,Daniel Gerroll",http://www.openisbn.com/cover/069452350X_72.jpg,HarperAudio,0
446691798,9.78E+12,Nights In Rodanthe,Nicholas Sparks,http://www.openisbn.com/cover/0446691798_72.jpg,Warner Books,256
1883642434,9.78E+12,My Home Is Far Away: An Autobiographical Novel,"Dawn Powell,Tim Page",http://www.openisbn.com/cover/1883642434_72.jpg,Zoland Books,295
140086412,9.78E+12,Later The Same Day (Contemporary American Fiction Series),Grace Paley,http://www.openisbn.com/cover/0140086412_72.jpg,Penguin (Non-Classics),224
961035269,9.78E+12,A Walking Tour Of The Shambles,"Neil Gaiman,Gene Wolfe",http://www.openisbn.com/cover/0961035269_72.jpg,American Fantasy,64
452283906,9.78E+12,Snow Island,Katherine Towler,http://www.openisbn.com/cover/0452283906_72.jpg,Plume,285
60952652,9.78E+12,Lighten Up!: Free Yourself From Clutter,Michelle Passoff,http://www.openisbn.com/cover/0060952652_72.jpg,William Morrow Paperbacks,208
449006581,9.78E+12,Brothel: Mustang Ranch And Its Women,Alexa Albert,http://www.openisbn.com/cover/0449006581_72.jpg,Ballantine Books,272
185799597X,9.78E+12,A Guide To Happiness (Phoenix 60p Paperbacks),Epicurus,http://www.openisbn.com/cover/185799597X_72.jpg,Weidenfeld &amp; Nicolson History,64
1585670227,9.78E+12,The Last Kabbalist Of Lisbon,Richard Zimler,http://www.openisbn.com/cover/1585670227_72.jpg,Overlook TP,318
743206371,9.78E+12,Soul Stories,Gary Zukav,http://www.openisbn.com/cover/0743206371_72.jpg,Free Press,256
814402860,9.78E+12,SuperMotivation: A Blueprint For Energizing Your Organization From Top To Bottom,Dean R. Spitzer Ph.D.,http://www.openisbn.com/cover/0814402860_72.jpg,AMACOM,224
671526065,9.78E+12,Forrest Gump,Winston Groom,http://www.openisbn.com/cover/0671526065_72.jpg,Pocket Books,228
446671304,9.78E+12,Deadline Poet: My Life As A Doggerelist,Calvin Trillin,http://www.openisbn.com/cover/0446671304_72.jpg,Warner Books,196
038547167X,9.78E+12,Minding The Body: Women Writers On Body And Soul,Patricia Foster,http://www.openisbn.com/cover/038547167X_72.jpg,Anchor,313
60913983,9.78E+12,Proud Shoes: The Story Of An American Family,Pauli Murray,http://www.openisbn.com/cover/0060913983_72.jpg,Harpercollins,299
874411033,9.78E+12,As A Driven Leaf,"Milton Steinberg,Chaim Potok",http://www.openisbn.com/cover/0874411033_72.jpg,Behrman House,480
345434471,9.78E+12,L.A. Requiem (Elvis Cole Novels),Robert Crais,http://www.openisbn.com/cover/0345434471_72.jpg,Ballantine Books,416
044661078X,9.78E+12,Passing Through Paradise,Susan Wiggs,http://www.openisbn.com/cover/044661078X_72.jpg,Grand Central Publishing,432
1575667266,9.78E+12,Sour Grapes: A Savannah Reid Mystery (Savannah Reid Mysteries),G. A. McKevett,http://www.openisbn.com/cover/1575667266_72.jpg,Kensington,311
1551669412,9.78E+12,Hot Shot (Stp - Mira),Charlotte Hughes,http://www.openisbn.com/cover/1551669412_72.jpg,Mira,384
1400047943,9.78E+12,The 5 Patterns Of Extraordinary Careers: The Guide For Achieving Success And Satisfaction (Crown Business Briefings),"James M. Citrin,Richard Smith",http://www.openisbn.com/cover/1400047943_72.jpg,Crown Business,288
451205448,9.78E+12,Bubbles Unbound,Sarah Strohmeyer,http://www.openisbn.com/cover/0451205448_72.jpg,Signet,352
877142912,9.78E+12,Ellie's Choice,T. L. Gray,http://www.openisbn.com/cover/0877142912_72.jpg,Denlingers Pub Ltd,252
452284295,9.78E+12,Cheet (Plume Books),Anna Davis,http://www.openisbn.com/cover/0452284295_72.jpg,Plume,304
425190749,9.78E+12,Keepsake Crimes (A Scrapbooking Mystery),Laura Childs,http://www.openisbn.com/cover/0425190749_72.jpg,Berkley,244
60517212,9.78E+12,If The Slipper Fits,Elaine Fox,http://www.openisbn.com/cover/0060517212_72.jpg,Avon,384
60548215,9.78E+12,If Cooks Could Kil (Angie Amalfi Mysteries),Joanne Pence,http://www.openisbn.com/cover/0060548215_72.jpg,Avon,336
451197550,9.78E+12,The Hand That Rocks The Ladle (Pennsylvania Dutch Mystery),Tamar Myers,http://www.openisbn.com/cover/0451197550_72.jpg,Signet,272
159184021X,9.78E+12,Purple Cow: Transform Your Business By Being Remarkable,Seth Godin,http://www.openisbn.com/cover/159184021X_72.jpg,Portfolio Hardcover,160
743442652,9.78E+12,The Pink Magnolia Club,Geralyn Dawson,http://www.openisbn.com/cover/0743442652_72.jpg,Pocket,384
345434137,9.78E+12,Chicks Rule: The Story Of The Dixie Chicks,Scott Gray,http://www.openisbn.com/cover/0345434137_72.jpg,Ballantine Books,192
082176845X,9.78E+12,On Thin Ice,Susan Andersen,http://www.openisbn.com/cover/082176845X_72.jpg,Zebra,318
1575664798,9.78E+12,Cooked Goose: A Savanna Reid Mystery (Savannah Reid Mysteries),G. A. McKevett,http://www.openisbn.com/cover/1575664798_72.jpg,Kensington,313
312970757,9.78E+12,"Death In Texas: A True Story Of Marriage, Money, And Murder (St. Martin's True Crime Library)",Carlton Smith,http://www.openisbn.com/cover/0312970757_72.jpg,St. Martin's True Crime,320
1575667223,9.78E+12,Blueberry Muffin Murder (Hannah Swensen Mysteries),Joanne Fluke,http://www.openisbn.com/cover/1575667223_72.jpg,Kensington,320
1575667215,9.78E+12,Strawberry Shortcake Murder (Hannah Swensen Mysteries),Joanne Fluke,http://www.openisbn.com/cover/1575667215_72.jpg,Kensington,320
739302213,9.78E+12,The King Of Torts,"John Grisham,Dennis Boutsikaris",http://www.openisbn.com/cover/0739302213_72.jpg,Random House Audio,0
038081918X,9.78E+12,"Getting Lucky (Marine, Book 2)",Susan Andersen,http://www.openisbn.com/cover/038081918X_72.jpg,Avon,384
037370920X,9.78E+12,And Baby Makes Six: 9 Months Later (Harlequin Superromance No. 920),Linda Markowiak,http://www.openisbn.com/cover/037370920X_72.jpg,Harlequin,304
373243146,9.78E+12,"Good Morning Stranger (Special Edition, 1314)",Campbell,http://www.openisbn.com/cover/0373243146_72.jpg,Silhouette,256
380816830,9.78E+12,Something Wild,Patti Berg,http://www.openisbn.com/cover/0380816830_72.jpg,Avon,384
373708513,9.78E+12,Jessie's Father (Harlequin Superromance No. 851),C. J. Carmichael,http://www.openisbn.com/cover/0373708513_72.jpg,Harlequin,298
425184315,9.78E+12,Just Desserts,Claudia Bishop,http://www.openisbn.com/cover/0425184315_72.jpg,Berkley,240
380814390,9.78E+12,Lola Carlyle Reveals All,Rachel Gibson,http://www.openisbn.com/cover/0380814390_72.jpg,Avon,384
312978723,9.78E+12,Falling For You,Julie Ortolon,http://www.openisbn.com/cover/0312978723_72.jpg,St. Martin's Paperbacks,336
380793806,9.78E+12,Funeral Food (Tory Bauer Mystery),Kathleen Taylor,http://www.openisbn.com/cover/0380793806_72.jpg,Avon,256
1551666189,9.78E+12,Manhunting (Mira Romance),Jennifer Crusie,http://www.openisbn.com/cover/1551666189_72.jpg,Mira,256
743219333,9.78E+12,Baby Catcher: Chronicles Of A Modern Midwife,Peggy Vincent,http://www.openisbn.com/cover/0743219333_72.jpg,Scribner,336
373708661,9.78E+12,A Message For Abby: Patton's Daughters (Harlequin Superromance No. 866),Janice Kay Johnson,http://www.openisbn.com/cover/0373708661_72.jpg,Harlequin,297
373708408,9.78E+12,If He Could See Me Now (Harlequin Superromance No. 840),Rebecca Winters,http://www.openisbn.com/cover/0373708408_72.jpg,Harlequin,298
671786601,9.78E+12,To Trust A Stranger,Karen Robards,http://www.openisbn.com/cover/0671786601_72.jpg,Pocket Star,448
446609188,9.78E+12,Then Comes Marriage,Kasey Michaels,http://www.openisbn.com/cover/0446609188_72.jpg,Forever,368
037344155X,9.78E+12,Cindy And The Fella / Calling All Glass Slippers,Jacqueline Diamond,http://www.openisbn.com/cover/037344155X_72.jpg,Harlequin,384
505524228,9.78E+12,Stuck With You (Time Of Your Life),Trish Jensen,http://www.openisbn.com/cover/0505524228_72.jpg,Love Spell,360
747266395,9.78E+12,Jinnie,Josephine Cox,http://www.openisbn.com/cover/0747266395_72.jpg,Headline Book Publishing,512
553578758,9.78E+12,A Ghost For Maggie,Emily Carmichael,http://www.openisbn.com/cover/0553578758_72.jpg,Bantam,380
380782340,9.78E+12,Nobody's Baby But Mine,Susan Elizabeth Phillips,http://www.openisbn.com/cover/0380782340_72.jpg,Avon,384
373166125,9.78E+12,Wanted: Christmas Mommy Christmas Is For Kids,Judy Christenberry,http://www.openisbn.com/cover/0373166125_72.jpg,Harlequin,0
373195419,9.78E+12,"This Kiss (Destiny, Texas) (Harlequin Romance)",Teresa Southwick,http://www.openisbn.com/cover/0373195419_72.jpg,Silhouette,192
373291027,9.78E+12,A Bride For McCain (Harlequin Historicals),Mary Burton,http://www.openisbn.com/cover/0373291027_72.jpg,Harlequin,304
849935369,9.78E+12,The Exchange Student's Secret (Heather Reed Mystery Series Book 6),Rebecca Price Janney,http://www.openisbn.com/cover/0849935369_72.jpg,W Pub Group,120
373169043,9.78E+12,Cinderella's Shoe Size (Harlequin American Romance),Kathleen Webb,http://www.openisbn.com/cover/0373169043_72.jpg,Harlequin,256
373441568,9.78E+12,"Hitched For The Holidays / A Groom In Her Stocking (Harlequin Duets, No. 90)","Jennifer Drew,Barbara Dunlop",http://www.openisbn.com/cover/0373441568_72.jpg,Harlequin,384
373825412,9.78E+12,Bride For Daddy (Weddings By Dewilde),Logan,http://www.openisbn.com/cover/0373825412_72.jpg,Harlequin,248
671039350,9.78E+12,Sunflower,Martha Powers,http://www.openisbn.com/cover/0671039350_72.jpg,Pocket,400
